,Audible Title,Audible Subtitle,Audible Author,Audible Link,Image Link,Audible Category
271,Put on Your Crown,Life-Changing Moments on the Path to Queendom,Queen Latifah,https://www.audible.com/pd/Put-on-Your-Crown-Audiobook/B003JIPO2O?qid=1631134012&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51KXcc2BnHL._SL500_.jpg,Bios & Memoirs
272,Every Day Is a Gift,A Memoir,Tammy Duckworth,https://www.audible.com/pd/Every-Day-Is-a-Gift-Audiobook/1549185543?qid=1631134012&sr=1-22&ref=a_special-p_c3_lProduct_1_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51M8VkOTI0L._SL500_.jpg,Bios & Memoirs
273,Running to the Edge,A Band of Misfits and the Guru Who Unlocked the Secrets of Speed,Matthew Futterman,https://www.audible.com/pd/Running-to-the-Edge-Audiobook/1984891642?qid=1631134012&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51GPOlxz96L._SL500_.jpg,Bios & Memoirs
274,Trixie and Katya's Guide to Modern Womanhood,,"Trixie Mattel, Katya",https://www.audible.com/pd/Trixie-and-Katyas-Guide-to-Modern-Womanhood-Audiobook/0593164318?qid=1631134012&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51r6nRzjxTL._SL500_.jpg,Bios & Memoirs
275,Haben,The Deafblind Woman Who Conquered Harvard Law,Haben Girma,https://www.audible.com/pd/Haben-Audiobook/1478992816?qid=1631134012&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/41V2BFjlOCL._SL500_.jpg,Bios & Memoirs
276,All Blood Runs Red,"The Legendary Life of Eugene Bullard - Boxer, Pilot, Soldier, Spy","Phil Keith, Tom Clavin",https://www.audible.com/pd/All-Blood-Runs-Red-Audiobook/1488207283?qid=1631134012&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51JDgegEDLL._SL500_.jpg,Bios & Memoirs
277,The Movie Musical!,,Jeanine Basinger,https://www.audible.com/pd/The-Movie-Musical-Audiobook/0593149122?qid=1631134012&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51zMW8YnVIL._SL500_.jpg,Bios & Memoirs
278,Imperfect Union,"How Jessie and John Frémont Mapped the West, Invented Celebrity, and Helped Cause the Civil War",Steve Inskeep,https://www.audible.com/pd/Imperfect-Union-Audiobook/0593165233?qid=1631134012&sr=1-29&ref=a_special-p_c3_lProduct_1_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51WwdvYgDuL._SL500_.jpg,Bios & Memoirs
279,Catching the Wolf of Wall Street,"More Incredible True Stories of Fortunes, Schemes, Parties, and Prison",Jordan Belfort,https://www.audible.com/pd/Catching-the-Wolf-of-Wall-Street-Audiobook/B002V0Q6DW?qid=1631134012&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51tKfaKSUdL._SL500_.jpg,Bios & Memoirs
280,Made Men,The Story of Goodfellas,Glenn Kenny,https://www.audible.com/pd/Made-Men-Audiobook/1488209472?qid=1631134012&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/41XaVpvoSpL._SL500_.jpg,Bios & Memoirs
281,I'm Feeling Lucky,The Confessions of Google Employee Number 59,Douglas Edwards,https://www.audible.com/pd/Im-Feeling-Lucky-Audiobook/B0054VM3M8?qid=1631134012&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/41aZezoQjXL._SL500_.jpg,Bios & Memoirs
282,Medallion Status,True Stories from Secret Rooms,John Hodgman,https://www.audible.com/pd/Medallion-Status-Audiobook/0593148932?qid=1631134012&sr=1-33&ref=a_special-p_c3_lProduct_1_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51Am-yZydgL._SL500_.jpg,Bios & Memoirs
283,God-Level Knowledge Darts,Life Lessons from the Bronx,"Desus, Mero",https://www.audible.com/pd/God-Level-Knowledge-Darts-Audiobook/0525642781?qid=1631134012&sr=1-34&ref=a_special-p_c3_lProduct_1_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/619fvKUE2KL._SL500_.jpg,Bios & Memoirs
284,On Being Human,"A Memoir of Waking Up, Living Real, and Listening Hard","Jennifer Pastiloff, Lidia Yuknavitch - foreword",https://www.audible.com/pd/On-Being-Human-Audiobook/1984841742?qid=1631134012&sr=1-35&ref=a_special-p_c3_lProduct_1_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51pGEVRMpbL._SL500_.jpg,Bios & Memoirs
285,This One Wild and Precious Life,The Path Back to Connection in a Fractured World,Sarah Wilson,https://www.audible.com/pd/Your-One-Wild-and-Precious-Life-Audiobook/0063005204?qid=1631134012&sr=1-36&ref=a_special-p_c3_lProduct_1_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51jWfhgkFRL._SL500_.jpg,Bios & Memoirs
286,Becoming Eve,My Journey from Ultra-Orthodox Rabbi to Transgender Woman,Abby Stein,https://www.audible.com/pd/Becoming-Eve-Audiobook/154918721X?qid=1631134012&sr=1-37&ref=a_special-p_c3_lProduct_1_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51S-dElrhBL._SL500_.jpg,Bios & Memoirs
287,Ultramarathon Man,Confession of an All-Night Runner,Dean Karnazes,https://www.audible.com/pd/Ultramarathon-Man-Audiobook/B002VA3GIU?qid=1631134012&sr=1-38&ref=a_special-p_c3_lProduct_1_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/41tUuNQs3EL._SL500_.jpg,Bios & Memoirs
288,Sitting Pretty,"The View from My Ordinary, Resilient, Disabled Body",Rebekah Taussig,https://www.audible.com/pd/Sitting-Pretty-Audiobook/0063014491?qid=1631134012&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51nztOKeEYL._SL500_.jpg,Bios & Memoirs
289,Consent,A Memoir,"Vanessa Springora, Natasha Lehrer - translator",https://www.audible.com/pd/Consent-Audiobook/0063047926?qid=1631134012&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/41BIiQglC5L._SL500_.jpg,Bios & Memoirs
290,Confident Women,"Swindlers, Grifters, and Shapeshifters of the Feminine Persuasion",Tori Telfer,https://www.audible.com/pd/Confident-Women-Audiobook/0062956051?qid=1631134012&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/41wjxbvN9dL._SL500_.jpg,Bios & Memoirs
291,"Barry Sonnenfeld, Call Your Mother",Memoirs of a Neurotic Filmmaker,Barry Sonnenfeld,https://www.audible.com/pd/Barry-Sonnenfeld-Call-Your-Mother-Audiobook/1549112899?qid=1631134012&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51DHSfitVuL._SL500_.jpg,Bios & Memoirs
292,Notes from the Bathroom Line,"Humor, Art, and Low-Grade Panic from 150 of the Funniest Women in Comedy",Amy Solomon,https://www.audible.com/pd/Notes-from-the-Bathroom-Line-Audiobook/0063074702?qid=1631134012&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/61Lzsv6cqHL._SL500_.jpg,Bios & Memoirs
293,I'll Have What She's Having,How Nora Ephron's Three Iconic Films Saved the Romantic Comedy,Erin Carlson,https://www.audible.com/pd/Ill-Have-What-Shes-Having-Audiobook/B0719HN88G?qid=1631134012&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51bslYshWSL._SL500_.jpg,Bios & Memoirs
294,The Lost Boy,,David Pelzer,https://www.audible.com/pd/The-Lost-Boy-Audiobook/B002V1O066?qid=1631134012&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51nLtPcZ8JL._SL500_.jpg,Bios & Memoirs
295,Elizabeth & Margaret,The Intimate World of the Windsor Sisters,Andrew Morton,https://www.audible.com/pd/Elizabeth-Margaret-Audiobook/1549178040?qid=1631134012&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51FGFgy1ttL._SL500_.jpg,Bios & Memoirs
296,The Other Side of the Coin,"The Queen, the Dresser and the Wardrobe",Angela Kelly,https://www.audible.com/pd/The-Other-Side-of-the-Coin-Audiobook/006300657X?qid=1631134012&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51KOgsGd5ZL._SL500_.jpg,Bios & Memoirs
297,His Excellency,George Washington,Joseph J. Ellis,https://www.audible.com/pd/His-Excellency-Audiobook/B002V18E5E?qid=1631134012&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51ps688OF6L._SL500_.jpg,Bios & Memoirs
298,Run to the Sound of the Guns,The True Story of an American Ranger at War in Afghanistan and Iraq,"Nicholas Moore, Mir Bahmanyar",https://www.audible.com/pd/Run-to-the-Sound-of-the-Guns-Audiobook/1977346022?qid=1631134012&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/51p6qfZ1awL._SL500_.jpg,Bios & Memoirs
299,When Death Becomes Life,Notes from a Transplant Surgeon,Joshua D. Mezrich,https://www.audible.com/pd/When-Death-Becomes-Life-Audiobook/0062890794?qid=1631134012&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZKGA69A56KA6RM3AAWS6,https://m.media-amazon.com/images/I/515LB5RJn-L._SL500_.jpg,Bios & Memoirs
300,Agent Storm,,"Morten Storm, Paul Cruickshank, Tim Lister",https://www.audible.com/pd/Agent-Storm-Audiobook/B00MAIEFWY?qid=1631134024&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51d+gfb4lKL._SL500_.jpg,Bios & Memoirs
301,The Last Stand of Payne Stewart,The Year Golf Changed Forever,Kevin Robbins,https://www.audible.com/pd/The-Last-Stand-of-Payne-Stewart-Audiobook/1549120832?qid=1631134024&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/417hcQlhkOL._SL500_.jpg,Bios & Memoirs
302,Miss D and Me,Life with the Invincible Bette Davis,"Kathryn Sermak, Danelle Morton - featuring",https://www.audible.com/pd/Miss-D-and-Me-Audiobook/B0758L16N4?qid=1631134024&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51eKiKJ18rL._SL500_.jpg,Bios & Memoirs
303,Girl Decoded,A Scientist's Quest to Reclaim Our Humanity by Bringing Emotional Intelligence to Technology,"Rana el Kaliouby, Carol Colman",https://www.audible.com/pd/Girl-Decoded-Audiobook/0593154215?qid=1631134024&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/510nK3z3FZL._SL500_.jpg,Bios & Memoirs
304,Good Husbandry,A Memoir,Kristin Kimball,https://www.audible.com/pd/Good-Husbandry-Audiobook/1508298327?qid=1631134024&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/61m7Azr3K7L._SL500_.jpg,Bios & Memoirs
305,Gay Like Me,A Father Writes to His Son,Richie Jackson,https://www.audible.com/pd/Gay-Like-Me-Audiobook/0062939793?qid=1631134024&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/31eLH4dlFbL._SL500_.jpg,Bios & Memoirs
306,The Life and Afterlife of Harry Houdini,,Joe Posnanski,https://www.audible.com/pd/The-Life-and-Afterlife-of-Harry-Houdini-Audiobook/1508297681?qid=1631134024&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/41NR34-L2pL._SL500_.jpg,Bios & Memoirs
307,I Like to Watch,Arguing My Way Through the TV Revolution,Emily Nussbaum,https://www.audible.com/pd/I-Like-to-Watch-Audiobook/1984841270?qid=1631134024&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51EHKI-Z7QL._SL500_.jpg,Bios & Memoirs
308,Strangers Tend to Tell Me Things,"A Memoir of Love, Loss, and Coming Home",Amy Dickinson,https://www.audible.com/pd/Strangers-Tend-to-Tell-Me-Things-Audiobook/B01N7WP24D?qid=1631134024&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51GDTMgOMCL._SL500_.jpg,Bios & Memoirs
309,Notes from an Apocalypse,A Personal Journey to the End of the World and Back,Mark O'Connell,https://www.audible.com/pd/Notes-from-an-Apocalypse-Audiobook/059316931X?qid=1631134024&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51YPkPUhx5L._SL500_.jpg,Bios & Memoirs
310,The Good Girls,An Ordinary Killing,Sonia Faleiro,https://www.audible.com/pd/The-Good-Girls-Audiobook/0593451627?qid=1631134024&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51kYcKfGhKL._SL500_.jpg,Bios & Memoirs
311,You're Not Special,A (Sort-of) Memoir,Meghan Rienks,https://www.audible.com/pd/Youre-Not-Special-Audiobook/1508278032?qid=1631134024&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51KxGxZlesL._SL500_.jpg,Bios & Memoirs
312,Little Miss Little Compton,A Memoir,"Arden Myrin, Debby Ryan",https://www.audible.com/pd/Little-Miss-Little-Compton-Audiobook/1549182552?qid=1631134024&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/61xBZbfIzPL._SL500_.jpg,Bios & Memoirs
313,Raceless,"In Search of Family, Identity, and the Truth About Where I Belong",Georgina Lawton,https://www.audible.com/pd/Raceless-Audiobook/0063009501?qid=1631134024&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/41v4DDidQgL._SL500_.jpg,Bios & Memoirs
314,Tanking to the Top,The Philadelphia 76ers and the Most Audacious Process in the History of Professional Sports,Yaron Weitzman,https://www.audible.com/pd/Tanking-to-the-Top-Audiobook/1549148397?qid=1631134024&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51Ck5aAwJUL._SL500_.jpg,Bios & Memoirs
315,Fire Cannot Kill a Dragon,Game of Thrones and the Official Untold Story of the Epic Series,James Hibberd,https://www.audible.com/pd/Fire-Cannot-Kill-a-Dragon-Audiobook/0593292391?qid=1631134024&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51pXdlNa9jL._SL500_.jpg,Bios & Memoirs
316,Hungry,"Eating, Road-Tripping, and Risking It All with the Greatest Chef in the World",Jeff Gordinier,https://www.audible.com/pd/Hungry-Audiobook/0525635548?qid=1631134024&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=WVA4FN5E62TBN5XGS4QH,https://m.media-amazon.com/images/I/51K0GDcc1AL._SL500_.jpg,Bios & Memoirs
317,Fluent Forever,How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,https://www.audible.com/pd/Fluent-Forever-Audiobook/B06X96PC67?qid=1631134040&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51tKRXtPiGL._SL500_.jpg,Nonfiction
318,Entangled Life,"How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,https://www.audible.com/pd/Entangled-Life-Audiobook/059320980X?qid=1631134040&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61KtqYhO2NL._SL500_.jpg,Nonfiction
319,The Storm of War,A New History of the Second World War,Andrew Roberts,https://www.audible.com/pd/The-Storm-of-War-Audiobook/B005B1MMU4?qid=1631134040&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51DK8ehBXBL._SL500_.jpg,Nonfiction
320,Mobituaries,,Mo Rocca,https://www.audible.com/pd/Mobituaries-Audiobook/1508294933?qid=1631134040&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61kh2b3pbnL._SL500_.jpg,Nonfiction
321,The Ministry for the Future,A Novel,Kim Stanley Robinson,https://www.audible.com/pd/The-Ministry-for-the-Future-Audiobook/1549186434?qid=1631134040&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51V8WmouM6L._SL500_.jpg,Nonfiction
322,That Will Never Work,The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,https://www.audible.com/pd/That-Will-Never-Work-Audiobook/1549121669?qid=1631134040&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51nnlEzoEDL._SL500_.jpg,Nonfiction
323,101 Essays That Will Change the Way You Think,,Brianna Wiest,https://www.audible.com/pd/101-Essays-That-Will-Change-the-Way-You-Think-Audiobook/1977386865?qid=1631134040&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/41UMKWmPb5L._SL500_.jpg,Nonfiction
324,Gulag,A History,Anne Applebaum,https://www.audible.com/pd/Gulag-Audiobook/B007KBQKV0?qid=1631134040&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51KGDd8kJKL._SL500_.jpg,Nonfiction
325,Running with Sherman,The Donkey with the Heart of a Hero,Christopher McDougall,https://www.audible.com/pd/Running-with-Sherman-Audiobook/152477877X?qid=1631134040&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51YWwdEvBVL._SL500_.jpg,Nonfiction
326,The Physics of God,"Unifying Quantum Physics, Consciousness, M-Theory, Heaven, Neuroscience and Transcendence","Amit Goswami, Joseph Selbie",https://www.audible.com/pd/The-Physics-of-God-Audiobook/B0755N4DM3?qid=1631134040&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/610gkW3jqbL._SL500_.jpg,Nonfiction
327,The Rise and Fall of Ancient Egypt,,Toby Wilkinson,https://www.audible.com/pd/The-Rise-and-Fall-of-Ancient-Egypt-Audiobook/B075FX4NLV?qid=1631134040&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61ixovu9vHL._SL500_.jpg,Nonfiction
328,"Viruses, Plagues, and History","Past, Present, and Future",Michael B. A. Oldstone,https://www.audible.com/pd/Viruses-Plagues-and-History-Audiobook/1977334695?qid=1631134040&sr=1-12&ref=a_special-p_c3_lProduct_1_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51rWnOJkYNL._SL500_.jpg,Nonfiction
329,American Serial Killers,The Epidemic Years 1950-2000,Peter Vronsky,https://www.audible.com/pd/American-Serial-Killers-Audiobook/0593291298?qid=1631134040&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51cnyiJD8pL._SL500_.jpg,Nonfiction
330,The Color of Money,Black Banks and the Racial Wealth Gap,Mehrsa Baradaran,https://www.audible.com/pd/The-Color-of-Money-Audiobook/B075RBNW6N?qid=1631134040&sr=1-14&ref=a_special-p_c3_lProduct_1_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/61-w4H1ygQL._SL500_.jpg,Nonfiction
331,Dark Alliance,"The CIA, the Contras, and the Crack Cocaine Explosion",Gary Webb,https://www.audible.com/pd/Dark-Alliance-Audiobook/B00GSY4RHY?qid=1631134040&sr=1-15&ref=a_special-p_c3_lProduct_1_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/511AslNWqqL._SL500_.jpg,Nonfiction
332,This Kind of War,The Classic Korean War History,T. R. Fehrenbach,https://www.audible.com/pd/This-Kind-of-War-Audiobook/B003WHB9B2?qid=1631134040&sr=1-16&ref=a_special-p_c3_lProduct_1_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51yfvjBf5QL._SL500_.jpg,Nonfiction
333,Exercised,Why Something We Never Evolved to Do Is Healthy and Rewarding,Daniel Lieberman,https://www.audible.com/pd/Exercised-Audiobook/0593292618?qid=1631134040&sr=1-17&ref=a_special-p_c3_lProduct_1_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=RYNR41YDW67W3M1JW3MH,https://m.media-amazon.com/images/I/51qLlhgp13L._SL500_.jpg,Nonfiction
